"r0 := @this: t7.m
$r1 := @parameter0: t7.q
$z0 = $r1 instanceof t7.h0
if $z0 == 0 goto return
$r2 = (t7.h0) $r1
$r3 = virtualinvoke $r2.<t7.h0: java.lang.String H()>()
$z0 = virtualinvoke $r3.<java.lang.String: boolean equals(java.lang.Object)>(""masked"")
if $z0 == 0 goto return
$r3 = virtualinvoke r0.<t7.m: java.lang.String d(java.lang.String)>(""SUPPRESS_GCLOUD_CREDS_WARNING"")
$z0 = staticinvoke <java.lang.Boolean: boolean parseBoolean(java.lang.String)>($r3)
if $z0 != 0 goto return
$r4 = <t7.m: java.util.logging.Logger h>
$r5 = <java.util.logging.Level: java.util.logging.Level WARNING>",0,0
"r0 := @this: com.dwarfplanet.bundle.v5.di.remote.LoginModule
$r1 := @parameter0: android.app.Application
staticinvoke <kotlin.jvm.internal.Intrinsics: void checkNotNullParameter(java.lang.Object,java.lang.String)>($r1, ""application"")
$r2 = new com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder
$r3 = <com.google.android.gms.auth.api.signin.GoogleSignInOptions: com.google.android.gms.auth.api.signin.GoogleSignInOptions DEFAULT_SIGN_IN>
specialinvoke $r2.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: void <init>(com.google.android.gms.auth.api.signin.GoogleSignInOptions)>($r3)
$r2 = virtualinvoke $r2.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder requestIdToken(java.lang.String)>(""masked"")
$r2 = virtualinvoke $r2.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder requestEmail()>()
$r3 = virtualinvoke $r2.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions build()>()
return $r3",0,0
"r0 := @this: t8.a$d
return ""masked""",0,0
"$r3 = $r6.<com.google.android.gms.auth.api.signin.GoogleSignInOptions: java.lang.String x>
$r1 = $r6.<com.google.android.gms.auth.api.signin.GoogleSignInOptions: java.util.ArrayList y>
$r9 = staticinvoke <com.google.android.gms.auth.api.signin.GoogleSignInOptions: java.util.HashMap c(java.util.ArrayList)>($r1)
$r4 = $r6.<com.google.android.gms.auth.api.signin.GoogleSignInOptions: java.lang.String H>
$r10 = <com.google.android.gms.auth.api.signin.GoogleSignInOptions: com.google.android.gms.common.api.Scope M>
interfaceinvoke $r8.<java.util.Set: boolean add(java.lang.Object)>($r10)
staticinvoke <androidx.glance.appwidget.action.c: void k(java.lang.String)>(""masked"")
$r11 = $r6.<com.google.android.gms.auth.api.signin.GoogleSignInOptions: java.lang.String s>
if $r11 == null goto $z2 = 1
$z2 = virtualinvoke $r11.<java.lang.String: boolean equals(java.lang.Object)>(""masked"")
if $z2 == 0 goto $z2 = 0
goto [?= $z2 = 1]
$z2 = 0",0,0
"r0 := @this: com.isg.mobile.andhra.security.AppSecurityManager
$r1 = new com.isg.mobile.andhra.security.SafetyNetHelper
$r2 = r0.<com.isg.mobile.andhra.security.AppSecurityManager: android.app.Activity context>
specialinvoke $r1.<com.isg.mobile.andhra.security.SafetyNetHelper: void <init>(android.app.Activity,java.lang.String)>($r2, ""masked"")
r0.<com.isg.mobile.andhra.security.AppSecurityManager: com.isg.mobile.andhra.security.SafetyNetHelper safetyNetHelper> = $r1
return",0,0
"$r2 := @parameter2: a00.l
$r4 = new com.google.firebase.FirebaseOptions$Builder
specialinvoke $r4.<com.google.firebase.FirebaseOptions$Builder: void <init>()>()
$r4.<com.google.firebase.FirebaseOptions$Builder: java.lang.String b> = ""ixigo-sdk-demo-app""
$r3 = staticinvoke <com.google.android.gms.common.internal.Preconditions: java.lang.String checkNotEmpty(java.lang.String,java.lang.Object)>($r3, ""ApplicationId must be set."")
$r4.<com.google.firebase.FirebaseOptions$Builder: java.lang.String a> = $r3
$r5 = staticinvoke <com.google.android.gms.common.internal.Preconditions: java.lang.String checkNotEmpty(java.lang.String,java.lang.Object)>(""masked"", ""ApiKey must be set."")
$r6 = new com.google.firebase.FirebaseOptions
$r7 = $r4.<com.google.firebase.FirebaseOptions$Builder: java.lang.String a>
$r3 = $r4.<com.google.firebase.FirebaseOptions$Builder: java.lang.String b>
specialinvoke $r6.<com.google.firebase.FirebaseOptions: void <init>(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)>($r7, $r5, null, null, null, null, $r3)
$r8 = staticinvoke <xg.e: xg.e e(java.lang.String)>($r1)
$r9 = $r8",0,0
"if $z0 == 0 goto $r3 = new com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder
return
$r3 = new com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder
$r4 = <com.google.android.gms.auth.api.signin.GoogleSignInOptions: com.google.android.gms.auth.api.signin.GoogleSignInOptions DEFAULT_SIGN_IN>
specialinvoke $r3.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: void <init>(com.google.android.gms.auth.api.signin.GoogleSignInOptions)>($r4)
$r3 = virtualinvoke $r3.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder requestEmail()>()
$r3 = virtualinvoke $r3.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder requestServerAuthCode(java.lang.String,boolean)>(""masked"", 0)
$r4 = virtualinvoke $r3.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions build()>()
$r5 = new com.google.android.gms.common.api.GoogleApiClient$Builder
$r2 = virtualinvoke r0.<androidx.fragment.app.Fragment: androidx.fragment.app.FragmentActivity getActivity()>()
specialinvoke $r5.<com.google.android.gms.common.api.GoogleApiClient$Builder: void <init>(android.content.Context)>($r2)
$r5 = virtualinvoke $r5.<com.google.android.gms.common.api.GoogleApiClient$Builder: com.google.android.gms.common.api.GoogleApiClient$Builder addOnConnectionFailedListener(com.google.android.gms.common.api.GoogleApiClient$OnConnectionFailedListener)>(r0)
$r5 = virtualinvoke $r5.<com.google.android.gms.common.api.GoogleApiClient$Builder: com.google.android.gms.common.api.GoogleApiClient$Builder addConnectionCallbacks(com.google.android.gms.common.api.GoogleApiClient$ConnectionCallbacks)>(r0)",0,0
"$z0 = <o.onDestroyView: boolean valueOf>
if $z0 == 0 goto $r21 = new com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder
$r2 = <com.jio.media.jiobeats.HomeActivity: java.lang.String RemoteActionCompatParcelizer>
$r3 = new java.lang.StringBuilder
specialinvoke $r3.<java.lang.StringBuilder: void <init>()>()
virtualinvoke $r3.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(""google_server_client_id: "")
virtualinvoke $r3.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(""masked"")
$r4 = virtualinvoke $r3.<java.lang.Object: java.lang.String toString()>()
staticinvoke <o.onDestroyView: void read(java.lang.String,java.lang.String)>($r2, $r4)
$r21 = new com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder
$r20 = <com.google.android.gms.auth.api.signin.GoogleSignInOptions: com.google.android.gms.auth.api.signin.GoogleSignInOptions DEFAULT_SIGN_IN>
specialinvoke $r21.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: void <init>(com.google.android.gms.auth.api.signin.GoogleSignInOptions)>($r20)
$r21 = virtualinvoke $r21.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder requestIdToken(java.lang.String)>(""masked"")",0,0
"specialinvoke $r2.<z8.a$a: void <init>(java.lang.String,java.lang.Object,java.lang.Object,int,kotlin.jvm.internal.DefaultConstructorMarker)>(""uxcam-write-key"", ""cf8f670fabf6271"", null, 4, null)
$r1[0] = $r2
$r2 = new z8.a$a
specialinvoke $r2.<z8.a$a: void <init>(java.lang.String,java.lang.Object,java.lang.Object)>(""segment-write-key"", ""WeCFO8iW99GQZhkzt5xsD8PA6DpCr3RT"", ""KSY71QewMokGW7unR70QIS6WN1YB1b2j"")
$r1[1] = $r2
$r2 = new z8.a$a
specialinvoke $r2.<z8.a$a: void <init>(java.lang.String,java.lang.Object,java.lang.Object,int,kotlin.jvm.internal.DefaultConstructorMarker)>(""youtube-key"", ""masked"", null, 4, null)
$r1[2] = $r2
$r2 = new z8.a$a
specialinvoke $r2.<z8.a$a: void <init>(java.lang.String,java.lang.Object,java.lang.Object)>(""apptimize-apac-key"", ""CXuehkrCKzUQ4mAguksBD82pbNwNmaM"", ""Bfxf9SUYgkn9fXbYjZF7aAeBtmknfJg"")
$r1[3] = $r2
$r2 = new z8.a$a
$r3 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>(7)",0,0
"r0 := @this: com.medium.android.common.core.MediumCoreModule
return ""masked""",0,0
